"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  Data presented from public health laboratories include the weekly total number of specimens tested, the number of positive influenza tests, and the number by influenza virus type, subtype, and influenza B lineage."
HHS Regions,Region 1,2019,3,300,196,21,0,0,0,3,0,0
HHS Regions,Region 9,2019,3,648,376,32,94,5,3,2,0,0
HHS Regions,Region 1,2019,4,297,189,28,0,0,1,0,0,0
HHS Regions,Region 9,2019,4,642,328,25,76,9,1,0,0,0
HHS Regions,Region 1,2019,5,321,182,45,4,0,0,5,0,0
HHS Regions,Region 9,2019,5,673,346,47,42,2,3,1,0,0
HHS Regions,Region 1,2019,6,327,224,36,0,0,2,0,0,0
HHS Regions,Region 9,2019,6,658,263,73,48,9,5,3,0,0
HHS Regions,Region 1,2019,7,234,149,35,0,0,0,0,0,0
HHS Regions,Region 9,2019,7,639,257,93,30,15,13,2,0,0
HHS Regions,Region 1,2019,8,204,104,39,3,0,0,2,0,0
HHS Regions,Region 9,2019,8,665,224,142,37,42,10,0,0,0
HHS Regions,Region 1,2019,9,196,72,76,1,1,5,0,0,0
HHS Regions,Region 9,2019,9,813,254,223,37,26,6,2,0,0
HHS Regions,Region 1,2019,10,143,51,51,4,1,5,0,0,0
HHS Regions,Region 9,2019,10,777,196,271,25,44,11,3,0,0
HHS Regions,Region 1,2019,11,188,51,74,3,0,15,2,0,0
HHS Regions,Region 9,2019,11,649,142,218,6,36,9,4,0,0
HHS Regions,Region 1,2019,12,146,33,64,1,0,10,2,0,0
HHS Regions,Region 9,2019,12,637,112,205,10,59,8,2,0,0
HHS Regions,Region 1,2019,13,146,23,74,1,0,11,4,0,0
HHS Regions,Region 9,2019,13,571,68,192,17,77,14,1,0,0
HHS Regions,Region 1,2019,14,132,11,55,1,1,14,7,0,0
HHS Regions,Region 9,2019,14,565,68,176,12,63,8,3,0,0
HHS Regions,Region 1,2019,15,115,7,62,0,1,10,7,0,0
HHS Regions,Region 9,2019,15,408,41,126,4,61,9,1,0,0
HHS Regions,Region 1,2019,16,68,2,21,0,0,11,6,0,0
HHS Regions,Region 9,2019,16,317,34,92,2,14,8,0,0,0
HHS Regions,Region 1,2019,17,35,3,7,0,0,4,0,0,0
HHS Regions,Region 9,2019,17,317,16,77,3,54,10,3,0,0
HHS Regions,Region 1,2019,18,31,0,1,0,0,3,3,0,0
HHS Regions,Region 9,2019,18,255,20,64,2,7,11,2,0,0
HHS Regions,Region 1,2019,19,18,0,0,0,0,2,0,0,0
HHS Regions,Region 9,2019,19,219,13,36,13,14,21,6,0,0
HHS Regions,Region 1,2019,20,15,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2019,20,213,22,32,3,2,13,2,0,0
HHS Regions,Region 1,2019,21,14,0,2,0,0,1,0,0,0
HHS Regions,Region 9,2019,21,161,12,27,2,0,15,2,0,0
HHS Regions,Region 1,2019,22,7,0,0,0,0,0,1,0,0
HHS Regions,Region 9,2019,22,197,12,21,3,1,16,8,0,0
HHS Regions,Region 1,2019,23,9,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2019,23,143,11,13,1,0,13,1,0,0
HHS Regions,Region 1,2019,24,13,1,0,1,0,0,0,0,0
HHS Regions,Region 9,2019,24,135,6,14,1,2,13,2,0,0
HHS Regions,Region 1,2019,25,5,1,0,0,0,0,0,0,0
HHS Regions,Region 9,2019,25,93,11,4,1,2,12,0,0,0
HHS Regions,Region 1,2019,26,7,0,0,0,0,1,0,0,0
HHS Regions,Region 9,2019,26,119,13,7,1,1,7,1,0,0
HHS Regions,Region 1,2019,27,3,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2019,27,82,1,4,2,3,11,1,0,0
HHS Regions,Region 1,2019,28,8,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2019,28,90,6,3,0,0,9,1,0,0
HHS Regions,Region 1,2019,29,3,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2019,29,69,3,7,4,1,6,0,0,0
HHS Regions,Region 1,2019,30,3,1,1,0,0,0,0,0,0
HHS Regions,Region 9,2019,30,70,3,5,2,1,9,0,0,0
HHS Regions,Region 1,2019,31,4,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2019,31,74,3,2,2,0,8,1,0,0
HHS Regions,Region 1,2019,32,1,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2019,32,67,0,2,0,1,9,0,0,0
HHS Regions,Region 1,2019,33,3,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2019,33,71,4,3,3,0,17,0,0,0
HHS Regions,Region 1,2019,34,5,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2019,34,73,2,6,1,0,13,0,0,0
HHS Regions,Region 1,2019,35,9,1,1,0,0,0,0,0,0
HHS Regions,Region 9,2019,35,72,2,5,1,3,7,0,0,0
HHS Regions,Region 1,2019,36,4,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2019,36,100,1,3,7,0,7,0,0,0
HHS Regions,Region 1,2019,37,7,2,1,0,0,0,0,0,0
HHS Regions,Region 9,2019,37,121,3,13,13,0,6,0,0,0
HHS Regions,Region 1,2019,38,16,2,2,0,0,1,0,0,0
HHS Regions,Region 9,2019,38,125,4,7,7,0,10,0,0,0
HHS Regions,Region 1,2019,39,13,0,5,0,0,0,0,0,0
HHS Regions,Region 9,2019,39,142,2,6,15,3,12,0,0,0
HHS Regions,Region 1,2019,40,26,0,6,0,0,0,0,0,0
HHS Regions,Region 9,2019,40,163,8,14,20,2,16,0,0,0
HHS Regions,Region 1,2019,41,19,1,0,0,0,0,0,0,0
HHS Regions,Region 9,2019,41,205,9,20,20,3,20,0,0,0
HHS Regions,Region 1,2019,42,33,1,2,0,0,0,0,0,0
HHS Regions,Region 9,2019,42,237,13,19,23,1,28,1,0,0
HHS Regions,Region 1,2019,43,30,0,1,0,0,2,0,0,0
HHS Regions,Region 9,2019,43,320,17,25,47,4,20,2,0,0
HHS Regions,Region 1,2019,44,52,1,5,0,0,0,0,0,0
HHS Regions,Region 9,2019,44,364,22,13,81,9,45,0,0,0
HHS Regions,Region 1,2019,45,62,1,0,0,0,4,0,0,0
HHS Regions,Region 9,2019,45,799,56,27,200,32,107,2,0,0
HHS Regions,Region 1,2019,46,39,1,0,0,0,1,0,0,0
HHS Regions,Region 9,2019,46,715,53,16,142,40,119,5,0,0
HHS Regions,Region 1,2019,47,64,10,3,0,1,5,0,0,0
HHS Regions,Region 9,2019,47,828,89,21,167,73,106,3,0,0
HHS Regions,Region 1,2019,48,65,18,5,0,0,6,0,0,0
HHS Regions,Region 9,2019,48,592,105,14,85,37,104,2,0,0
HHS Regions,Region 1,2019,49,105,33,8,0,0,11,0,0,0
HHS Regions,Region 9,2019,49,826,156,15,84,33,166,6,0,0
HHS Regions,Region 1,2019,50,126,44,10,0,1,24,2,0,0
HHS Regions,Region 9,2019,50,718,162,13,36,68,154,5,0,0
HHS Regions,Region 1,2019,51,151,59,5,0,2,34,2,0,0
HHS Regions,Region 9,2019,51,738,205,8,37,20,197,2,0,0
HHS Regions,Region 1,2019,52,160,61,5,0,0,53,0,0,0
HHS Regions,Region 9,2019,52,855,281,20,16,101,215,2,0,0
HHS Regions,Region 1,2020,1,195,74,11,3,0,51,2,0,0
HHS Regions,Region 9,2020,1,840,320,26,26,11,237,2,0,0
HHS Regions,Region 1,2020,2,221,71,12,1,0,63,2,0,0
HHS Regions,Region 9,2020,2,986,365,22,18,16,248,1,0,0
HHS Regions,Region 1,2020,3,237,80,7,0,4,61,2,0,0
HHS Regions,Region 9,2020,3,981,434,23,23,37,244,2,0,0
HHS Regions,Region 1,2020,4,278,89,11,0,3,106,2,0,0
HHS Regions,Region 9,2020,4,858,383,19,17,19,153,2,0,0
HHS Regions,Region 1,2020,5,282,85,10,0,3,102,3,0,0
HHS Regions,Region 9,2020,5,1090,511,23,28,41,183,3,0,0
HHS Regions,Region 1,2020,6,234,90,11,0,5,56,1,0,0
HHS Regions,Region 9,2020,6,1031,500,18,17,46,142,1,0,0
HHS Regions,Region 1,2020,7,226,96,8,1,3,56,1,0,0
HHS Regions,Region 9,2020,7,869,400,4,65,36,107,1,0,0
HHS Regions,Region 1,2020,8,231,97,20,0,4,53,0,0,0
HHS Regions,Region 9,2020,8,669,310,9,38,16,67,0,0,0
HHS Regions,Region 1,2020,9,222,78,17,0,1,36,1,0,0
HHS Regions,Region 9,2020,9,552,236,8,19,11,62,1,0,0
HHS Regions,Region 1,2020,10,182,33,16,2,2,20,0,0,0
HHS Regions,Region 9,2020,10,641,300,12,10,3,58,0,0,0
HHS Regions,Region 1,2020,11,158,26,7,0,0,14,2,0,0
HHS Regions,Region 9,2020,11,608,200,12,12,15,44,0,0,0
HHS Regions,Region 1,2020,12,95,10,5,1,0,6,0,0,0
HHS Regions,Region 9,2020,12,600,84,5,9,5,26,0,0,0
HHS Regions,Region 1,2020,13,48,1,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,13,414,40,1,4,7,5,2,0,0
HHS Regions,Region 1,2020,14,21,0,0,0,1,0,0,0,0
HHS Regions,Region 9,2020,14,266,8,0,3,0,2,0,0,0
HHS Regions,Region 1,2020,15,21,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,15,199,0,0,2,1,0,0,0,0
HHS Regions,Region 1,2020,16,16,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,16,184,0,0,0,0,2,0,0,0
HHS Regions,Region 1,2020,17,7,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,17,209,1,0,0,2,0,0,0,0
HHS Regions,Region 1,2020,18,6,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,18,175,0,0,1,0,1,0,0,0
HHS Regions,Region 1,2020,19,8,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,19,129,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2020,20,5,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,20,90,0,0,0,2,0,0,0,0
HHS Regions,Region 1,2020,21,8,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,21,75,0,0,1,0,0,0,0,0
HHS Regions,Region 1,2020,22,9,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,22,81,0,0,1,1,0,0,0,0
HHS Regions,Region 1,2020,23,8,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,23,72,0,0,0,2,0,0,0,0
HHS Regions,Region 1,2020,24,4,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,24,59,0,0,1,3,0,0,0,0
HHS Regions,Region 1,2020,25,6,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,25,64,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2020,26,6,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,26,67,0,0,3,0,0,0,0,0
HHS Regions,Region 1,2020,27,5,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,27,49,0,0,0,0,0,0,1,0
HHS Regions,Region 1,2020,28,4,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,28,83,0,0,1,1,0,0,0,0
HHS Regions,Region 1,2020,29,7,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,29,90,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2020,30,4,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,30,120,0,0,2,0,0,0,0,0
HHS Regions,Region 1,2020,31,10,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,31,80,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2020,32,3,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,32,73,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2020,33,4,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,33,22,0,0,0,1,0,0,0,0
HHS Regions,Region 1,2020,34,3,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,34,55,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2020,35,14,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,35,57,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2020,36,16,0,0,1,1,0,0,0,0
HHS Regions,Region 9,2020,36,44,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2020,37,9,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,37,20,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2020,38,31,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,38,43,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2020,39,23,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,39,454,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2020,40,22,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,40,6810,0,0,1,2,0,0,0,0
HHS Regions,Region 1,2020,41,43,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,41,6799,0,0,0,2,0,0,0,0
HHS Regions,Region 1,2020,42,39,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,42,5316,0,0,1,2,0,0,0,0
HHS Regions,Region 1,2020,43,26,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,43,8429,0,1,9,1,0,0,0,0
HHS Regions,Region 1,2020,44,31,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,44,8238,0,0,3,11,0,0,0,0
HHS Regions,Region 1,2020,45,18,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,45,10177,0,0,1,2,0,0,0,0
HHS Regions,Region 1,2020,46,71,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,46,13133,0,0,1,1,0,0,0,0
HHS Regions,Region 1,2020,47,134,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,47,6146,0,0,0,1,0,0,0,0
HHS Regions,Region 1,2020,48,106,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,48,3364,0,0,3,0,0,0,0,0
HHS Regions,Region 1,2020,49,86,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,49,5154,0,0,1,0,0,2,0,0
HHS Regions,Region 1,2020,50,59,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,50,5028,0,0,2,0,0,0,0,0
HHS Regions,Region 1,2020,51,60,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,51,4488,0,0,1,0,0,0,0,0
HHS Regions,Region 1,2020,52,48,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,52,2827,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2020,53,63,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2020,53,2613,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,1,79,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,1,3574,0,0,1,1,0,0,0,0
HHS Regions,Region 1,2021,2,62,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,2,2764,0,1,3,2,0,0,0,0
HHS Regions,Region 1,2021,3,74,0,0,0,1,0,0,0,0
HHS Regions,Region 9,2021,3,2254,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,4,81,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,4,1759,0,0,2,1,0,0,0,0
HHS Regions,Region 1,2021,5,3706,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,5,2073,0,0,1,1,0,0,0,0
HHS Regions,Region 1,2021,6,2905,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,6,1729,0,0,1,0,0,0,0,0
HHS Regions,Region 1,2021,7,2856,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,7,1740,0,0,1,1,0,0,0,0
HHS Regions,Region 1,2021,8,2624,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,8,2577,0,0,0,2,0,0,0,0
HHS Regions,Region 1,2021,9,2324,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,9,2250,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,10,1886,0,0,0,0,1,0,0,0
HHS Regions,Region 9,2021,10,1871,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,11,2528,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,11,1908,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,12,2236,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,12,2372,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,13,1869,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,13,2255,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,14,2508,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,14,2155,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,15,2819,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,15,2186,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,16,99,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,16,1893,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,17,117,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,17,1889,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,18,25,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,18,1814,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,19,41,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,19,1736,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,20,28,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,20,1769,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,21,45,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,21,1310,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,22,18,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,22,1205,1,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,23,10,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,23,1193,0,0,1,0,0,0,0,0
HHS Regions,Region 1,2021,24,16,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,24,651,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,25,13,1,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,25,375,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,26,25,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,26,937,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,27,21,1,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,27,1050,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,28,28,0,0,0,0,1,0,0,0
HHS Regions,Region 9,2021,28,2003,0,0,1,0,0,0,0,0
HHS Regions,Region 1,2021,29,8,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,29,1822,0,2,0,0,0,0,0,0
HHS Regions,Region 1,2021,30,15,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,30,2708,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,31,14,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,31,4663,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,32,15,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,32,6279,0,1,2,0,0,0,0,0
HHS Regions,Region 1,2021,33,14,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,33,8386,0,0,2,1,0,0,0,0
HHS Regions,Region 1,2021,34,10,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,34,10066,0,0,4,2,0,0,0,0
HHS Regions,Region 1,2021,35,7,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,35,10769,0,0,0,1,1,0,0,0
HHS Regions,Region 1,2021,36,3,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,36,7038,0,0,1,0,0,0,0,0
HHS Regions,Region 1,2021,37,11,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,37,6978,0,0,1,0,0,0,0,0
HHS Regions,Region 1,2021,38,16,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,38,6717,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2021,39,10,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,39,6239,0,1,0,0,1,1,0,0
HHS Regions,Region 1,2021,40,13,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2021,40,8933,0,1,3,2,3,0,0,0
HHS Regions,Region 1,2021,41,395,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2021,41,8466,0,2,0,2,1,0,0,0
HHS Regions,Region 1,2021,42,1963,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2021,42,6706,0,7,1,1,1,0,0,0
HHS Regions,Region 1,2021,43,1670,0,3,0,0,0,0,0,0
HHS Regions,Region 9,2021,43,6711,0,5,1,2,1,0,0,0
HHS Regions,Region 1,2021,44,1957,0,23,0,0,1,0,0,0
HHS Regions,Region 9,2021,44,5384,0,0,1,0,0,0,0,0
HHS Regions,Region 1,2021,45,2128,0,30,0,0,0,0,0,0
HHS Regions,Region 9,2021,45,5506,0,6,2,0,0,0,0,0
HHS Regions,Region 1,2021,46,2378,0,30,0,0,3,0,0,0
HHS Regions,Region 9,2021,46,4975,0,9,2,0,0,0,0,0
HHS Regions,Region 1,2021,47,1983,0,28,1,0,0,0,0,0
HHS Regions,Region 9,2021,47,3311,0,22,3,0,0,0,0,0
HHS Regions,Region 1,2021,48,2701,0,50,2,0,3,0,0,0
HHS Regions,Region 9,2021,48,4513,0,50,8,2,0,0,0,0
HHS Regions,Region 1,2021,49,3174,0,67,0,0,0,0,0,0
HHS Regions,Region 9,2021,49,4252,0,67,43,0,0,0,0,0
HHS Regions,Region 1,2021,50,2615,0,55,2,0,0,0,0,0
HHS Regions,Region 9,2021,50,3872,0,72,51,1,0,0,0,0
HHS Regions,Region 1,2021,51,2513,0,49,0,0,0,0,0,0
HHS Regions,Region 9,2021,51,3889,0,56,25,1,0,0,0,0
HHS Regions,Region 1,2021,52,2626,0,40,0,0,0,0,0,0
HHS Regions,Region 9,2021,52,5652,0,67,16,1,0,0,0,0
HHS Regions,Region 1,2022,1,3408,0,41,0,0,0,0,0,0
HHS Regions,Region 9,2022,1,11535,0,74,19,1,0,0,0,0
HHS Regions,Region 1,2022,2,3856,0,34,0,0,0,0,0,0
HHS Regions,Region 9,2022,2,13474,0,42,23,0,0,0,0,0
HHS Regions,Region 1,2022,3,3637,0,16,1,0,0,0,0,0
HHS Regions,Region 9,2022,3,12920,0,26,8,0,0,0,0,0
HHS Regions,Region 1,2022,4,3399,0,14,2,0,1,0,0,0
HHS Regions,Region 9,2022,4,10400,0,35,17,0,0,0,0,0
HHS Regions,Region 1,2022,5,3033,0,18,1,0,0,0,0,0
HHS Regions,Region 9,2022,5,7162,0,27,25,1,0,0,0,0
HHS Regions,Region 1,2022,6,2868,0,13,0,0,0,0,0,0
HHS Regions,Region 9,2022,6,8176,0,59,32,0,0,0,0,0
HHS Regions,Region 1,2022,7,2458,0,18,0,0,0,0,0,0
HHS Regions,Region 9,2022,7,5922,0,46,15,0,0,0,0,0
HHS Regions,Region 1,2022,8,1863,0,5,1,0,0,0,0,0
HHS Regions,Region 9,2022,8,4741,0,42,10,0,0,0,0,0
HHS Regions,Region 1,2022,9,1442,0,14,1,0,0,0,0,0
HHS Regions,Region 9,2022,9,4640,0,57,8,2,0,0,0,0
HHS Regions,Region 1,2022,10,1087,0,30,0,0,0,0,0,0
HHS Regions,Region 9,2022,10,3988,0,60,12,0,0,0,0,0
HHS Regions,Region 1,2022,11,1057,0,27,1,0,0,0,0,0
HHS Regions,Region 9,2022,11,3167,0,58,35,0,0,0,0,0
HHS Regions,Region 1,2022,12,1225,0,35,2,0,0,0,0,0
HHS Regions,Region 9,2022,12,3231,0,101,17,0,0,0,0,0
HHS Regions,Region 1,2022,13,1039,0,65,0,0,0,0,0,0
HHS Regions,Region 9,2022,13,2964,0,110,27,0,0,0,0,0
HHS Regions,Region 1,2022,14,1261,0,88,1,0,0,0,0,0
HHS Regions,Region 9,2022,14,2517,0,85,23,0,0,0,0,0
HHS Regions,Region 1,2022,15,1310,0,105,1,0,0,0,0,0
HHS Regions,Region 9,2022,15,2585,0,86,27,3,0,0,0,0
HHS Regions,Region 1,2022,16,1621,0,94,2,0,0,0,0,0
HHS Regions,Region 9,2022,16,2629,0,88,24,2,0,0,0,0
HHS Regions,Region 1,2022,17,1441,0,67,1,0,0,0,0,0
HHS Regions,Region 9,2022,17,2486,1,93,17,0,0,0,0,0
HHS Regions,Region 1,2022,18,1575,0,99,1,0,0,0,0,0
HHS Regions,Region 9,2022,18,2515,1,105,22,0,0,0,0,0
HHS Regions,Region 1,2022,19,539,0,59,65,0,0,0,0,0
HHS Regions,Region 9,2022,19,2561,0,138,18,0,0,0,0,0
HHS Regions,Region 1,2022,20,518,0,51,59,0,0,0,0,0
HHS Regions,Region 9,2022,20,2715,0,136,30,0,0,0,0,0
HHS Regions,Region 1,2022,21,499,0,21,52,0,0,0,0,0
HHS Regions,Region 9,2022,21,2792,0,141,23,0,0,0,0,0
HHS Regions,Region 1,2022,22,374,0,18,23,0,0,0,0,0
